Name,Time
Elon,$H,28,40
Elon,13,29,12
BILL GATES,13,31,00
BILL GATES,13,31,00
BILL GATES,13,31,01
BILL GATES,13,31,02
BILL GATES,13,31,02
BILL GATES,13,31,03
BILL GATES,13,31,04
BILL GATES,13,31,04
BILL GATES,13,31,05
BILL GATES,13,31,06
BILL GATES,13,31,06
BILL GATES,13,31,07
BILL GATES,13,31,08
BILL GATES,13,31,08
BILL GATES,13,31,09
BILL GATES,13,31,09
